NAME,total_population,total_commuters,public_transit_commuters,drove_alone,carpooled,worked_from_home,travel_time_total,commute_60_to_89_min,commute_90_plus_min,median_household_income,total_households_vehicles,zero_vehicle_households,total_pop_race,white_non_hispanic,black,asian,hispanic_latino,state,county,tract,county_name,GEOID
Census Tract 4306; Alameda County; California,6244,3309,160,2061,237,41,2513,286,73,144922,2207,64,6244,2404,245,2468,1002,06,001,430600,Alameda,06001430600
Census Tract 4307; Alameda County; California,4085,1842,184,1149,199,48,1606,330,90,115625,1362,31,4085,1575,203,1282,741,06,001,430700,Alameda,06001430700
Census Tract 4308; Alameda County; California,5814,2953,159,1946,322,79,2506,129,182,98038,2045,55,5814,2472,49,2038,943,06,001,430800,Alameda,06001430800
Census Tract 4309; Alameda County; California,5214,2538,131,1778,107,26,2055,169,137,105227,1770,155,5214,1463,338,1460,1475,06,001,430900,Alameda,06001430900
Census Tract 4310; Alameda County; California,3091,1567,197,1049,110,57,1445,138,57,87083,1111,109,3091,820,504,947,492,06,001,431000,Alameda,06001431000
Census Tract 4311; Alameda County; California,3259,2050,92,1288,152,28,1603,232,177,98255,1282,105,3259,839,903,490,856,06,001,431100,Alameda,06001431100
Census Tract 4312; Alameda County; California,5865,2798,129,2160,166,0,2455,267,152,106250,2462,240,5865,2114,830,812,1618,06,001,431200,Alameda,06001431200
Census Tract 4321; Alameda County; California,3892,2151,257,1224,80,35,1645,200,11,172278,1353,32,3892,1260,949,460,961,06,001,432100,Alameda,06001432100
Census Tract 4322; Alameda County; California,3987,1865,178,1147,164,82,1608,280,72,94276,1527,194,3987,1058,389,609,1469,06,001,432200,Alameda,06001432200
Census Tract 4323; Alameda County; California,4874,2748,307,1340,644,11,2341,349,54,154028,1713,61,4874,1214,614,1248,1463,06,001,432300,Alameda,06001432300
Census Tract 4324; Alameda County; California,6346,2990,190,2247,330,0,2866,328,59,82424,1738,148,6346,801,280,1286,3501,06,001,432400,Alameda,06001432400
Census Tract 4325.01; Alameda County; California,4892,2905,280,1857,432,64,2680,302,65,112531,1421,113,4892,989,183,2068,1356,06,001,432501,Alameda,06001432501
Census Tract 4325.02; Alameda County; California,5126,2789,340,1906,262,29,2547,166,112,97412,1412,104,5126,554,993,1889,1544,06,001,432502,Alameda,06001432502
Census Tract 4326.01; Alameda County; California,4092,2274,670,867,193,11,1741,268,69,91767,1767,251,4092,985,907,968,1015,06,001,432601,Alameda,06001432601
Census Tract 4326.02; Alameda County; California,3123,1788,282,1014,96,86,1540,120,56,109274,1276,126,3123,443,790,812,929,06,001,432602,Alameda,06001432602
Census Tract 4327; Alameda County; California,2755,1413,173,947,88,34,1273,133,140,92128,980,14,2755,1445,135,532,586,06,001,432700,Alameda,06001432700
Census Tract 4328; Alameda County; California,3862,1820,169,1205,67,20,1461,42,89,135313,1412,30,3862,1432,264,1301,535,06,001,432800,Alameda,06001432800
Census Tract 4330; Alameda County; California,3799,1851,161,1180,255,17,1666,142,94,96237,1354,49,3799,1349,309,1233,601,06,001,433000,Alameda,06001433000
Census Tract 4331.02; Alameda County; California,4445,2370,308,1579,198,0,2195,323,261,120577,1304,45,4445,332,309,2363,1293,06,001,433102,Alameda,06001433102
Census Tract 4331.03; Alameda County; California,3552,1962,134,1221,302,142,1844,176,76,72813,1400,89,3552,459,406,1080,1425,06,001,433103,Alameda,06001433103
Census Tract 4331.04; Alameda County; California,4398,1973,443,1060,205,40,1793,229,62,75841,1717,401,4398,1042,766,431,1673,06,001,433104,Alameda,06001433104
Census Tract 4332; Alameda County; California,8120,4051,264,2956,611,0,3861,217,33,78701,2629,304,8120,829,790,3361,2671,06,001,433200,Alameda,06001433200
Census Tract 4333; Alameda County; California,7367,3748,132,2673,514,50,3474,605,35,103792,1999,28,7367,1355,37,3611,2003,06,001,433300,Alameda,06001433300
Census Tract 4334; Alameda County; California,6040,3200,274,1980,443,45,2848,205,55,113633,2157,97,6040,810,514,3751,472,06,001,433400,Alameda,06001433400
Census Tract 4335; Alameda County; California,4311,2184,151,1532,138,23,1869,177,78,86250,1500,103,4311,1078,126,2083,903,06,001,433500,Alameda,06001433500
Census Tract 4336; Alameda County; California,5844,2627,216,1705,279,11,2258,486,77,85886,2174,397,5844,1656,296,2386,1156,06,001,433600,Alameda,06001433600
Census Tract 4337; Alameda County; California,3125,1538,45,900,368,0,1330,289,36,81992,980,24,3125,392,85,633,1623,06,001,433700,Alameda,06001433700
Census Tract 4338.01; Alameda County; California,3528,1948,70,1291,242,0,1777,87,10,94254,1072,41,3528,308,472,1010,1645,06,001,433801,Alameda,06001433801
Census Tract 4338.02; Alameda County; California,4301,2276,179,1516,209,0,2054,461,126,100784,1470,255,4301,340,541,2307,896,06,001,433802,Alameda,06001433802
Census Tract 4339; Alameda County; California,7187,2942,78,2269,361,25,2803,370,44,70552,2294,139,7187,623,1892,885,3058,06,001,433900,Alameda,06001433900
Census Tract 4340; Alameda County; California,5166,2401,120,1691,281,132,2282,147,53,48023,1666,287,5166,910,679,1062,2335,06,001,434000,Alameda,06001434000
Census Tract 4351.02; Alameda County; California,6137,2869,139,1756,376,174,2454,358,50,138859,1643,9,6137,1519,888,1337,1655,06,001,435102,Alameda,06001435102
Census Tract 4351.03; Alameda County; California,7774,4126,264,2380,545,0,3189,609,178,232569,2461,18,7774,2699,575,3170,487,06,001,435103,Alameda,06001435103
Census Tract 4351.04; Alameda County; California,6856,3123,314,2002,262,17,2609,355,184,112692,2472,109,6856,1055,506,2739,2116,06,001,435104,Alameda,06001435104
Census Tract 4352; Alameda County; California,4647,1974,148,1368,191,12,1728,375,64,134167,1442,32,4647,1073,1039,1017,1261,06,001,435200,Alameda,06001435200
Census Tract 4353; Alameda County; California,4812,2466,80,1637,166,3,2008,138,117,89205,1687,72,4812,1068,728,889,1622,06,001,435300,Alameda,06001435300
Census Tract 4354; Alameda County; California,5048,2483,155,1626,293,60,2144,548,134,80816,1918,357,5048,1173,797,917,1644,06,001,435400,Alameda,06001435400
Census Tract 4355; Alameda County; California,4153,1934,44,1510,87,52,1747,66,6,75139,1403,151,4153,1098,522,311,1986,06,001,435500,Alameda,06001435500
Census Tract 4356.01; Alameda County; California,5449,2403,85,1913,170,0,2186,129,17,81788,1533,125,5449,666,566,765,3092,06,001,435601,Alameda,06001435601
Census Tract 4356.02; Alameda County; California,5671,2200,83,1607,197,16,1945,153,74,86099,1637,107,5671,1123,763,491,2970,06,001,435602,Alameda,06001435602
Census Tract 4357; Alameda County; California,4819,2087,14,1726,158,19,1958,174,38,98125,1479,26,4819,1015,117,944,2414,06,001,435700,Alameda,06001435700
Census Tract 4358; Alameda County; California,5687,2687,100,1824,419,21,2467,274,87,100882,1721,0,5687,1181,256,1939,2188,06,001,435800,Alameda,06001435800
Census Tract 4359; Alameda County; California,5290,2738,104,2200,173,1,2576,266,41,113750,1529,70,5290,1525,35,2258,1318,06,001,435900,Alameda,06001435900
Census Tract 4360; Alameda County; California,5114,2487,154,1691,373,7,2247,242,50,111806,1408,32,5114,1385,31,1353,2067,06,001,436000,Alameda,06001436000
Census Tract 4361; Alameda County; California,5765,2907,248,1965,427,23,2667,261,77,104531,1699,228,5765,972,251,1877,1853,06,001,436100,Alameda,06001436100
Census Tract 4362; Alameda County; California,4128,1867,80,1354,186,103,1765,144,98,72740,1271,77,4128,437,528,401,2631,06,001,436200,Alameda,06001436200
Census Tract 4363.01; Alameda County; California,5255,2301,313,1216,251,0,1941,307,108,149063,1860,110,5255,325,565,1647,2413,06,001,436301,Alameda,06001436301
Census Tract 4363.02; Alameda County; California,3932,2058,137,1349,254,0,1787,64,130,90833,1304,126,3932,672,461,917,1793,06,001,436302,Alameda,06001436302
Census Tract 4364.02; Alameda County; California,2688,1140,72,797,85,7,984,126,30,152917,950,10,2688,1088,370,508,640,06,001,436402,Alameda,06001436402
Census Tract 4364.03; Alameda County; California,4519,2279,180,1516,287,25,2020,455,189,75179,1607,103,4519,1199,424,1044,1165,06,001,436403,Alameda,06001436403
Census Tract 4364.04; Alameda County; California,3232,1700,191,1054,111,0,1356,170,140,150903,1186,18,3232,1442,365,601,693,06,001,436404,Alameda,06001436404
Census Tract 4365; Alameda County; California,5289,2562,229,1700,293,0,2253,315,125,85319,1765,96,5289,689,508,1208,2579,06,001,436500,Alameda,06001436500
Census Tract 4366.01; Alameda County; California,6634,2948,116,2272,250,14,2652,198,202,77982,1913,109,6634,717,704,1201,3818,06,001,436601,Alameda,06001436601
Census Tract 4366.02; Alameda County; California,5255,2367,37,1721,313,41,2248,90,41,92125,1645,132,5255,345,324,1030,2801,06,001,436602,Alameda,06001436602
Census Tract 4367; Alameda County; California,3367,1567,86,1166,143,14,1409,360,77,100242,1150,20,3367,382,448,826,1603,06,001,436700,Alameda,06001436700
Census Tract 4368; Alameda County; California,4196,2224,147,1381,423,97,2056,190,52,103567,1357,87,4196,457,249,1030,2072,06,001,436800,Alameda,06001436800
Census Tract 4369; Alameda County; California,6403,3018,155,2194,359,0,2716,327,87,96719,1865,59,6403,776,446,1192,3687,06,001,436900,Alameda,06001436900
Census Tract 4370; Alameda County; California,3471,1505,72,1088,205,5,1376,244,83,115273,1113,69,3471,750,201,1054,1310,06,001,437000,Alameda,06001437000
Census Tract 4371.01; Alameda County; California,7960,4028,330,2675,386,0,3401,639,166,140682,2270,91,7960,817,499,3974,2184,06,001,437101,Alameda,06001437101
Census Tract 4371.02; Alameda County; California,4457,2042,2,1512,207,58,1877,98,51,82443,1509,156,4457,437,308,1554,1894,06,001,437102,Alameda,06001437102
Census Tract 4372; Alameda County; California,8491,3934,216,2917,284,0,3548,347,110,100946,2616,151,8491,969,546,3363,2719,06,001,437200,Alameda,06001437200
Census Tract 4373; Alameda County; California,3135,1538,46,1149,139,0,1425,103,61,59847,1050,213,3135,403,383,1043,1051,06,001,437300,Alameda,06001437300
Census Tract 4374; Alameda County; California,3733,1617,68,1228,167,24,1498,67,58,88750,1064,43,3733,570,140,849,1957,06,001,437400,Alameda,06001437400
Census Tract 4375; Alameda County; California,4172,1410,65,924,220,28,1265,13,0,84531,1166,137,4172,461,246,591,2335,06,001,437500,Alameda,06001437500
Census Tract 4376; Alameda County; California,3455,1449,74,1022,194,0,1363,139,9,112742,902,84,3455,396,327,1365,1080,06,001,437600,Alameda,06001437600
Census Tract 4377.01; Alameda County; California,3597,1593,94,974,297,57,1442,114,71,69592,1019,34,3597,358,562,742,1786,06,001,437701,Alameda,06001437701
Census Tract 4377.02; Alameda County; California,3880,1983,110,1124,670,0,1965,213,171,82034,1026,22,3880,215,74,114,3298,06,001,437702,Alameda,06001437702
Census Tract 4378; Alameda County; California,4940,2521,172,1970,134,1,2300,199,54,145962,1346,101,4940,758,380,1462,1832,06,001,437800,Alameda,06001437800
Census Tract 4379; Alameda County; California,2032,849,8,654,67,17,766,83,22,88700,670,53,2032,240,230,485,832,06,001,437900,Alameda,06001437900
Census Tract 4380; Alameda County; California,3645,1772,151,1006,262,0,1495,291,26,110481,1147,88,3645,839,418,1338,829,06,001,438000,Alameda,06001438000
Census Tract 4381; Alameda County; California,7953,4099,316,2937,201,22,3571,550,306,154318,2262,17,7953,977,502,3203,2933,06,001,438100,Alameda,06001438100
Census Tract 4382.01; Alameda County; California,4895,1953,115,1427,119,0,1754,187,91,105504,1205,70,4895,360,275,1061,2732,06,001,438201,Alameda,06001438201
Census Tract 4382.03; Alameda County; California,4091,1929,127,1140,217,0,1530,148,90,128568,1207,85,4091,1012,148,1810,860,06,001,438203,Alameda,06001438203
Census Tract 4382.04; Alameda County; California,6371,2706,154,1925,356,0,2462,294,42,98194,1987,83,6371,604,257,2544,2277,06,001,438204,Alameda,06001438204
Census Tract 4383; Alameda County; California,3899,1776,120,1070,277,27,1530,124,90,120469,862,15,3899,232,252,1830,1455,06,001,438300,Alameda,06001438300
Census Tract 4384; Alameda County; California,2671,1224,105,811,246,0,1171,84,57,98625,743,45,2671,417,290,1226,644,06,001,438400,Alameda,06001438400
Census Tract 4401; Alameda County; California,2661,772,49,500,90,5,648,70,27,104271,1013,162,2661,1077,138,653,550,06,001,440100,Alameda,06001440100
Census Tract 4402; Alameda County; California,5641,2401,49,1949,277,37,2342,177,60,114653,1439,24,5641,148,26,1343,3971,06,001,440200,Alameda,06001440200
Census Tract 4403.01; Alameda County; California,7074,3105,155,1931,462,0,2865,120,174,122093,2096,150,7074,2028,406,1811,2378,06,001,440301,Alameda,06001440301
Census Tract 4403.04; Alameda County; California,4662,2218,120,1411,313,17,1919,153,101,135392,1350,42,4662,482,370,3090,567,06,001,440304,Alameda,06001440304
Census Tract 4403.05; Alameda County; California,4064,1732,53,1111,174,0,1378,200,19,156528,1013,5,4064,859,52,2430,551,06,001,440305,Alameda,06001440305
Census Tract 4403.06; Alameda County; California,3787,1775,99,1050,292,63,1530,207,57,108155,1015,11,3787,346,223,2495,417,06,001,440306,Alameda,06001440306
Census Tract 4403.07; Alameda County; California,4481,1872,78,1181,183,0,1507,115,54,117938,1495,92,4481,611,259,2368,960,06,001,440307,Alameda,06001440307
Census Tract 4403.08; Alameda County; California,6011,2621,346,1314,389,4,2082,232,139,108403,1936,387,6011,767,247,3070,1561,06,001,440308,Alameda,06001440308
Census Tract 4403.31; Alameda County; California,3276,1700,65,1174,115,49,1423,71,37,128929,926,36,3276,378,124,1962,520,06,001,440331,Alameda,06001440331
Census Tract 4403.32; Alameda County; California,3203,1511,81,959,72,0,1116,148,106,184620,897,24,3203,258,50,2494,271,06,001,440332,Alameda,06001440332
Census Tract 4403.33; Alameda County; California,2732,1280,66,823,130,0,1067,119,28,113313,877,24,2732,194,22,2239,146,06,001,440333,Alameda,06001440333
Census Tract 4403.34; Alameda County; California,4041,1865,85,1207,225,0,1536,169,7,146523,1039,33,4041,430,233,2753,514,06,001,440334,Alameda,06001440334
Census Tract 4403.36; Alameda County; California,4248,2046,269,1161,147,9,1635,265,77,155625,1305,75,4248,624,534,2162,432,06,001,440336,Alameda,06001440336
Census Tract 4403.37; Alameda County; California,2852,1356,88,819,43,0,961,95,50,250001,734,0,2852,157,140,2226,259,06,001,440337,Alameda,06001440337
Census Tract 4403.38; Alameda County; California,4095,2165,458,1073,222,0,1771,281,56,144850,1657,89,4095,913,20,2650,386,06,001,440338,Alameda,06001440338
Census Tract 4411; Alameda County; California,4632,1988,70,1335,48,0,1461,31,36,154432,1811,74,4632,2042,2,1586,739,06,001,441100,Alameda,06001441100
Census Tract 4412; Alameda County; California,7354,3372,206,2077,122,11,2416,239,25,158446,2592,38,7354,2346,191,3390,900,06,001,441200,Alameda,06001441200
Census Tract 4413.01; Alameda County; California,3330,1716,68,883,121,6,1078,158,19,160714,1220,43,3330,663,363,1742,246,06,001,441301,Alameda,06001441301
Census Tract 4413.02; Alameda County; California,5828,2580,354,1160,139,15,1712,227,101,208590,1876,79,5828,918,158,3631,662,06,001,441302,Alameda,06001441302
Census Tract 4414.01; Alameda County; California,7549,3256,178,1818,277,43,2354,239,39,172083,2367,62,7549,1326,87,4931,742,06,001,441401,Alameda,06001441401
Census Tract 4414.02; Alameda County; California,5344,2335,169,1318,115,0,1641,288,87,180938,1796,68,5344,944,68,3508,383,06,001,441402,Alameda,06001441402
Census Tract 4415.01; Alameda County; California,5723,2431,107,1437,246,0,1830,210,68,184967,1663,9,5723,472,287,4453,287,06,001,441501,Alameda,06001441501
Census Tract 4415.03; Alameda County; California,7416,3384,321,1591,331,60,2350,506,61,221094,2268,22,7416,538,18,6267,320,06,001,441503,Alameda,06001441503
Census Tract 4415.21; Alameda County; California,6016,2647,260,1316,208,9,1886,360,62,229318,1832,53,6016,687,15,4339,332,06,001,441521,Alameda,06001441521
Census Tract 4415.22; Alameda County; California,5275,2226,64,1501,166,0,1731,161,95,178182,1466,38,5275,956,138,3663,364,06,001,441522,Alameda,06001441522
Census Tract 4415.23; Alameda County; California,4264,2022,108,923,123,0,1368,181,28,178417,1417,16,4264,486,179,3197,280,06,001,441523,Alameda,06001441523
Census Tract 4415.24; Alameda County; California,4111,1952,133,881,182,0,1196,160,40,247656,1247,37,4111,215,15,3760,41,06,001,441524,Alameda,06001441524
Census Tract 4415.25; Alameda County; California,1603,738,38,348,79,0,472,27,3,186354,587,63,1603,110,56,1136,181,06,001,441525,Alameda,06001441525
Census Tract 4416.01; Alameda County; California,4774,2162,94,1439,28,0,1618,271,59,189667,1544,24,4774,1485,390,2027,685,06,001,441601,Alameda,06001441601
Census Tract 4416.02; Alameda County; California,7509,3387,97,2256,297,36,2713,296,117,121667,2276,121,7509,2066,635,2578,1741,06,001,441602,Alameda,06001441602
Census Tract 4417.01; Alameda County; California,3884,1528,36,1035,98,40,1209,146,19,133606,1211,150,3884,455,18,2480,774,06,001,441701,Alameda,06001441701
Census Tract 4417.02; Alameda County; California,5037,2463,215,1523,215,69,2022,316,14,99181,2085,150,5037,936,504,2601,816,06,001,441702,Alameda,06001441702
Census Tract 4418; Alameda County; California,6209,2919,108,1489,133,8,1770,143,84,152667,2248,137,6209,2007,110,3607,346,06,001,441800,Alameda,06001441800
